date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:08:43	76871/76871	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2006:08:44%20GMT	https://www.kurly.com/shop/main/index.php	C:/My%20Web%20Sites/kurly/www.kurly.com/shop/main/index.html	(from )
13:08:43	70/70	---MCZ	200	added ('OK')	text/plain	etag:W/%226125c8aa-4c%22	https://www.kurly.com/robots.txt		(from )
13:08:43	8341/8341	---M--	200	added ('OK')	image/jpeg	etag:%221bcaac8662e8627632d75a46ce72f519%22	https://res.kurly.com/images/marketkurly/logo/logo_sns_marketkurly.jpg	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/logo_sns_marketkurly.jpg	(from https://www.kurly.com/shop/main/index.php)
13:08:44	76924/76924	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2006:08:45%20GMT	https://www.kurly.com/shop/main/index.php?	C:/My%20Web%20Sites/kurly/www.kurly.com/shop/main/indexd41d.html	(from https://www.kurly.com/shop/main/index.php)
13:08:44	1868/1868	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2026%20Aug%202021%2006:08:46%20GMT	https://js.sentry-cdn.com/c1f07ee4a3fd45d5aa2ef4983ca9ad43.min.js	C:/My%20Web%20Sites/kurly/js.sentry-cdn.com/c1f07ee4a3fd45d5aa2ef4983ca9ad43.min.js	(from https://www.kurly.com/shop/main/index.php)
13:08:44	11868/11868	---MCZ	200	added ('OK')	application/javascript	etag:W/%226125c8fc-2e5c%22	https://www.kurly.com/asset/js/common.bundle.js?ver=1.38.2	C:/My%20Web%20Sites/kurly/www.kurly.com/asset/js/common.bundlecd3d.js	(from https://www.kurly.com/shop/main/index.php)
13:08:44	93113/93113	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211468602df014a21b203dc9bcd84d369%22	https://res.kurly.com/js/lib/jquery-1.10.2.min.js	C:/My%20Web%20Sites/kurly/res.kurly.com/js/lib/jquery-1.10.2.min.js	(from https://www.kurly.com/shop/main/index.php)
13:08:45	3195/3195	---M--	200	added ('OK')	image/png	etag:%22410b2cc2c6a0bf6141bba0883f6a097d%22	https://res.kurly.com/images/marketkurly/logo/favicon_v2.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/favicon_v2.png	(from https://www.kurly.com/shop/main/index.php)
13:08:45	1569/1569	---M--	200	added ('OK')	image/png	etag:%224409ff2670b88ed35d8503a6f36dcd50%22	https://res.kurly.com/images/marketkurly/logo/ico_57.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_57.png	(from https://www.kurly.com/shop/main/index.php)
13:08:45	1643/1643	---M--	200	added ('OK')	image/png	etag:%22dd6d6f4e571ff3600c6a7d7adcf47cda%22	https://res.kurly.com/images/marketkurly/logo/ico_60.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_60.png	(from https://www.kurly.com/shop/main/index.php)
13:08:46	1947/1947	---M--	200	added ('OK')	image/png	etag:%228f159b2a8a58d37d4990147ae053b8b2%22	https://res.kurly.com/images/marketkurly/logo/ico_72.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_72.png	(from https://www.kurly.com/shop/main/index.php)
13:08:46	2072/2072	---M--	200	added ('OK')	image/png	etag:%22b74e6a842082250ff1a4943334c36a28%22	https://res.kurly.com/images/marketkurly/logo/ico_76.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_76.png	(from https://www.kurly.com/shop/main/index.php)
13:08:46	3875/3875	---M--	200	added ('OK')	image/png	etag:%22e61e79e93d750a0f3edce2b90cbc267c%22	https://res.kurly.com/images/marketkurly/logo/ico_114.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_114.png	(from https://www.kurly.com/shop/main/index.php)
13:08:47	4099/4099	---M--	200	added ('OK')	image/png	etag:%22b0bde79b44fd9cc9870a82313152a5d0%22	https://res.kurly.com/images/marketkurly/logo/ico_120.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_120.png	(from https://www.kurly.com/shop/main/index.php)
13:08:47	5040/5040	---M--	200	added ('OK')	image/png	etag:%2291f405914136ff5a686020ec34769e5e%22	https://res.kurly.com/images/marketkurly/logo/ico_144.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_144.png	(from https://www.kurly.com/shop/main/index.php)
13:08:47	5314/5314	---M--	200	added ('OK')	image/png	etag:%22e1e345387a8a8ad18f81f0841f0148a8%22	https://res.kurly.com/images/marketkurly/logo/ico_152.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_152.png	(from https://www.kurly.com/shop/main/index.php)
13:08:48	6418/6418	---M--	200	added ('OK')	image/png	etag:%225035c53a4d5e9f5a17d68cc82a2aa14f%22	https://res.kurly.com/images/marketkurly/logo/ico_180.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_180.png	(from https://www.kurly.com/shop/main/index.php)
13:08:48	872/872	---M--	200	added ('OK')	image/png	etag:%2243eb11ad8638a86d518fdbff45eb5049%22	https://res.kurly.com/images/marketkurly/logo/ico_32.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_32.png	(from https://www.kurly.com/shop/main/index.php)
13:08:48	6818/6818	---M--	200	added ('OK')	image/png	etag:%229565100d2480340ff2d90e94bdfe84db%22	https://res.kurly.com/images/marketkurly/logo/ico_192.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_192.png	(from https://www.kurly.com/shop/main/index.php)
13:08:48	383/383	---M--	200	added ('OK')	image/png	etag:%228020b3ef4f7a6c97237ed4e0e99c9909%22	https://res.kurly.com/images/marketkurly/logo/ico_16.png	C:/My%20Web%20Sites/kurly/res.kurly.com/images/marketkurly/logo/ico_16.png	(from https://www.kurly.com/shop/main/index.php)
13:08:49	1502/1502	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Aug%202021%2005:54:02%20GMT	https://ssl.daumcdn.net/dmaps/map_js_init/postcode.v2.js	C:/My%20Web%20Sites/kurly/ssl.daumcdn.net/dmaps/map_js_init/postcode.v2.js	(from https://www.kurly.com/shop/main/index.php)
13:08:49	4307/4307	---MCZ	200	added ('OK')	application/javascript	etag:W/%226125c8ac-10d3%22	https://www.kurly.com/shop/data/skin/designgj/thefarmers.js?ver=1.38.2	C:/My%20Web%20Sites/kurly/www.kurly.com/shop/data/skin/designgj/thefarmerscd3d.js	(from https://www.kurly.com/shop/main/index.php)
13:08:50	76113/76113	---MCZ	200	added ('OK')	application/javascript	etag:W/%226125c8ab-12951%22	https://www.kurly.com/shop/data/skin/designgj/common.js?ver=1.38.2	C:/My%20Web%20Sites/kurly/www.kurly.com/shop/data/skin/designgj/commoncd3d.js	(from https://www.kurly.com/shop/main/index.php)
13:08:50	7392/7392	---MCZ	200	added ('OK')	application/javascript	etag:W/%226125c8ac-1ce0%22	https://www.kurly.com/shop/data/skin/designgj/polify.js?ver=1.38.2	C:/My%20Web%20Sites/kurly/www.kurly.com/shop/data/skin/designgj/polifycd3d.js	(from https://www.kurly.com/shop/main/index.php)
13:08:50	9062/9062	---MCZ	200	added ('OK')	application/javascript	etag:W/%226125c8ac-2366%22	https://www.kurly.com/shop/data/skin/designgj/ui_v2.js?ver=1.38.2	C:/My%20Web%20Sites/kurly/www.kurly.com/shop/data/skin/designgj/ui_v2cd3d.js	(from https://www.kurly.com/shop/main/index.php)
13:08:51	13398/13398	---MCZ	200	added ('OK')	application/javascript	etag:W/%2242857ebe925bd4f1e0f7356ddb65b026%22	http://res.kurly.com/js/vue/xdomain.min.js	C:/My%20Web%20Sites/kurly/res.kurly.com/js/vue/xdomain.min.js	(from https://www.kurly.com/shop/main/index.php)
13:08:51	6660/6660	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263aacd211494c2a468f204dbddedb2c6%22	http://res.kurly.com/js/vue/es6-promise.min.js	C:/My%20Web%20Sites/kurly/res.kurly.com/js/vue/es6-promise.min.js	(from https://www.kurly.com/shop/main/index.php)
13:08:51	6674/6674	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f961bda4562a7fa9e67bce1d7fbca961%22	http://res.kurly.com/js/vue/es6-promise.auto.min.js	C:/My%20Web%20Sites/kurly/res.kurly.com/js/vue/es6-promise.auto.min.js	(from https://www.kurly.com/shop/main/index.php)
13:08:51	12670/12670	---MCZ	200	added ('OK')	application/javascript	etag:W/%22848cc157033c57da268e171927a1ba92%22	http://res.kurly.com/js/vue/axios.min.js	C:/My%20Web%20Sites/kurly/res.kurly.com/js/vue/axios.min.js	(from https://www.kurly.com/shop/main/index.php)
13:08:52	3091/3091	---MCZ	200	added ('OK')	application/javascript	etag:W/%226125c8aa-c13%22	https://www.kurly.com/common_js/axios.js?ver=1.38.2	C:/My%20Web%20Sites/kurly/www.kurly.com/common_js/axioscd3d.js	(from https://www.kurly.com/shop/main/index.php)
13:08:52	3691/3691	---MCZ	200	added ('OK')	text/css	etag:W/%226125c8ac-2890%22	https://www.kurly.com/shop/data/skin/designgj/normalize.css?ver=1.38.2	C:/My%20Web%20Sites/kurly/www.kurly.com/shop/data/skin/designgj/normalizecd3d.css	(from https://www.kurly.com/shop/main/index.php)
13:08:53	79444/79444	---MCZ	200	added ('OK')	text/css	etag:W/%226125c8ac-16336%22	https://www.kurly.com/shop/data/skin/designgj/section1.css?ver=1.38.2	C:/My%20Web%20Sites/kurly/www.kurly.com/shop/data/skin/designgj/section1cd3d.css	(from https://www.kurly.com/shop/main/index.php)
13:08:55	20102/20102	---M-Z	200	added ('OK')	application/javascript	etag:%2260f67bc8-4e86%22	http://wcs.naver.net/wcslog.js	C:/My%20Web%20Sites/kurly/wcs.naver.net/wcslog.js	(from https://www.kurly.com/shop/main/index.php)
